SurveyNum,Date,Date2,Study_period,Observer,Site_ID,Proportion_surveyed,Region,Sub_region,Location,Type,Depth_ft,trans_area,Site_area_m2
216,9/4/2013,Fall 2013,5,Allison/Lindsay/Carlos/Steph/Catie,FKSP1,0.5,Florida,FKNMS,Matecumbe Key,patch,9,216,432
217,9/4/2013,Fall 2013,5,Allison/Lindsay/Carlos/Steph/Catie,FKSP1,0.5,Florida,FKNMS,Matecumbe Key,patch,9,216,432
349,2/8/2014,Winter 2014,7,Lad and Allison,FKSP1,1,Florida,FKNMS,Matecumbe Key,patch,15,216,432
479,4/5/2014,Spring 2014,8,Lad,FKSP1,0.33,Florida,FKNMS,Matecumbe Key,patch,14,216,432
480,4/5/2014,Spring 2014,8,Liz,FKSP1,0.33,Florida,FKNMS,Matecumbe Key,patch,12,216,432
481,4/5/2014,Spring 2014,8,Lad and Liz,FKSP1,0.33,Florida,FKNMS,Matecumbe Key,patch,13,216,432
1002,2/16/2013,Winter 2013,1,Chris Brizzslara,Buck-P1,0.5,USVI,BIRNM,Buck Island,patch,47,216,234
1006,2/16/2013,Winter 2013,1,Robert Georgepole,Buck-P1,0.5,USVI,BIRNM,Buck Island,patch,47,216,234
1107,5/11/2013,Spring 2013,2,Tony,Buck-P1,0.5,USVI,BIRNM,Buck Island,patch,47,216,234
1108,5/11/2013,Spring 2013,2,Anna,Buck-P1,0.5,USVI,BIRNM,Buck Island,patch,47,216,234
1203,6/22/2013,Summer 2013,3,Nadija,Buck-P1,0.5,USVI,BIRNM,Buck Island,patch,44,216,234
1204,6/22/2013,Summer 2013,3,Stopher,Buck-P1,0.5,USVI,BIRNM,Buck Island,patch,49,216,234
1305,10/26/2013,Fall 2013,4,Dan,Buck-P1,0.5,USVI,BIRNM,Buck Island,patch,50,216,234
1306,10/26/2013,Fall 2013,4,Colin,Buck-P1,0.5,USVI,BIRNM,Buck Island,patch,44,216,234
1405,2/1/2014,Winter 2014,6,Tracy,Buck-P1,0.5,USVI,BIRNM,Buck Island,patch,50,216,234
1445,6/23/2014,Summer 2014,9,Allison Estape,FKSP1,0.5,Florida,FKNMS,Matecumbe Key,patch,16,216,432
1446,6/23/2014,Summer 2014,9,Carlos Estape,FKSP1,0.5,Florida,FKNMS,Matecumbe Key,patch,12,216,432
2184,7/29/2014,Summer 2014,10,Jessie,FKSP1,0.5,Florida,FKNMS,Matecumbe Key,patch,12,216,432
2185,7/29/2014,Summer 2014,10,Allison,FKSP1,0.5,Florida,FKNMS,Matecumbe Key,patch,11,216,432
2268,9/10/2014,Fall 2014,11,Amy and Carlos,FKSP1,0.5,Florida,FKNMS,Matecumbe Key,patch,12,216,432
2269,9/10/2014,Fall 2014,11,Amy and Carlos,FKSP1,0.5,Florida,FKNMS,Matecumbe Key,patch,12,216,432
2357,9/28/2014,Fall 2014,12,Amy and Anna,FKSP1,0.33,Florida,FKNMS,Matecumbe Key,patch,15,216,432
2358,9/28/2014,Fall 2014,12,Amy and Anna,FKSP1,0.33,Florida,FKNMS,Matecumbe Key,patch,15,216,432
2359,9/28/2014,Fall 2014,12,Amy and Anna,FKSP1,0.33,Florida,FKNMS,Matecumbe Key,patch,15,216,432
2485,12/31/2014,Winter 2015,13,Allison and Carlos,FKSP1,0.5,Florida,FKNMS,Matecumbe Key,patch,16,216,432
2486,12/31/2014,Winter 2015,13,Lad and Liz,FKSP1,0.5,Florida,FKNMS,Matecumbe Key,patch,13,216,432
2537,1/30/2015,Winter 2015,14,Amy and Anna,FKSP1,0.5,Florida,FKNMS,Matecumbe Key,patch,14,216,432
2538,1/30/2015,Winter 2015,14,Allison and BZ,FKSP1,0.5,Florida,FKNMS,Matecumbe Key,patch,16,216,432
2621,3/22/2015,Spring 2015,15,Allison and Carlos,FKSP1,0.33,Florida,FKNMS,Matecumbe Key,patch,14,216,432
2622,3/22/2015,Spring 2015,15,Allison and Carlos,FKSP1,0.33,Florida,FKNMS,Matecumbe Key,patch,14,216,432
2623,3/22/2015,Spring 2015,15,Allison and Carlos,FKSP1,0.33,Florida,FKNMS,Matecumbe Key,patch,14,216,432
2757,6/10/2015,Summer 2015,16,Lad and Abbey,FKSP1,0.5,Florida,FKNMS,Matecumbe Key,patch,15,216,432
2758,6/10/2015,Summer 2015,16,Carlos and Miranda,FKSP1,0.5,Florida,FKNMS,Matecumbe Key,patch,14,216,432
1003,2/16/2013,Winter 2013,1,Stopher Slade,Buck-I1,0.33,USVI,BIRNM,Buck Island,continuous,37,250,2000
1005,2/16/2013,Winter 2013,1,Wes,Buck-I1,0.33,USVI,BIRNM,Buck Island,continuous,25,250,2000
63,2/6/2013,Winter 2013,1,Ben Barker,KL-P14,0.5,Florida,FKNMS,Key Largo,patch,14,272,544
65,2/6/2013,Winter 2013,1,Lindsay Sweet,KL-P14,0.5,Florida,FKNMS,Key Largo,patch,14,272,544
114,3/20/2013,Spring 2013,2,Roger/Patricia Grimes,KL-P14,0.5,Florida,FKNMS,Key Largo,patch,15,272,544
169,6/11/2013,Summer 2013,3,Ellie/Alex,KL-P14,0.5,Florida,FKNMS,Key Largo,patch,12,272,544
170,6/11/2013,Summer 2013,3,Catie/Steve,KL-P14,0.5,Florida,FKNMS,Key Largo,patch,10,272,544
201,8/5/2013,Summer 2013,4,Alex/Catie,KL-P14,0.5,Florida,FKNMS,Key Largo,patch,10.5,272,544
202,8/5/2013,Summer 2013,4,Alex/Catie,KL-P14,0.5,Florida,FKNMS,Key Largo,patch,10.5,272,544
271,10/6/2013,Fall 2013,5,Zoe and Lizard,KL-P14,0.5,Florida,FKNMS,Key Largo,patch,14,272,544
272,10/6/2013,Fall 2013,5,Zoe and Lizard,KL-P14,0.5,Florida,FKNMS,Key Largo,patch,14,272,544
358,2/10/2014,Winter 2014,7,Adam and Taylor,KL-P14,0.5,Florida,FKNMS,Key Largo,patch,14,272,544
359,2/10/2014,Winter 2014,7,Liz and Jess,KL-P14,0.5,Florida,FKNMS,Key Largo,patch,14,272,544
385,3/12/2014,Spring 2014,8,Liz and Taylor,KL-P14,0.5,Florida,FKNMS,Key Largo,patch,14,272,544
386,3/12/2014,Spring 2014,8,Liz and Taylor,KL-P14,0.5,Florida,FKNMS,Key Largo,patch,14,272,544
387,3/12/2014,Spring 2014,8,Liz and Taylor,KL-P14,0.5,Florida,FKNMS,Key Largo,patch,14,272,544
2224,8/13/2014,Summer 2014,10,Liz and Emily,KL-P14,0.5,Florida,FKNMS,Key Largo,patch,16,272,544
2225,8/13/2014,Summer 2014,10,Jes and Jessie,KL-P14,0.5,Florida,FKNMS,Key Largo,patch,15,272,544
2246,9/3/2014,Fall 2014,11,Lad and Ashtyn,KL-P14,0.5,Florida,FKNMS,Key Largo,patch,15,272,544
2247,9/3/2014,Fall 2014,11,Liz and Gracie,KL-P14,0.5,Florida,FKNMS,Key Largo,patch,15,272,544
2338,9/25/2014,Fall 2014,12,Carlos and Alyssa,KL-P14,0.33,Florida,FKNMS,Key Largo,patch,10,272,544
2339,9/25/2014,Fall 2014,12,Carlos and Alyssa,KL-P14,0.33,Florida,FKNMS,Key Largo,patch,10,272,544
2340,9/25/2014,Fall 2014,12,Carlos and Alyssa,KL-P14,0.33,Florida,FKNMS,Key Largo,patch,10,272,544
2408,12/9/2014,Winter 2015,13,Liz and Alyssa,KL-P14,0.5,Florida,FKNMS,Key Largo,patch,15,272,544
2409,12/9/2014,Winter 2015,13,Anna and Ashtyn,KL-P14,0.5,Florida,FKNMS,Key Largo,patch,15,272,544
2505,1/21/2015,Winter 2015,14,Liz and BZ,KL-P14,0.5,Florida,FKNMS,Key Largo,patch,15,272,544
2506,1/21/2015,Winter 2015,14,Anna and Jack,KL-P14,0.5,Florida,FKNMS,Key Largo,patch,13,272,544
2637,3/24/2015,Spring 2015,15,Jack and Carlos,KL-P14,0.33,Florida,FKNMS,Key Largo,patch,17,272,544
2638,3/24/2015,Spring 2015,15,Jack and Carlos,KL-P14,0.33,Florida,FKNMS,Key Largo,patch,17,272,544
2639,3/24/2015,Spring 2015,15,Jack and Carlos,KL-P14,0.33,Florida,FKNMS,Key Largo,patch,17,272,544
2691,5/20/2015,Spring 2015,16,Lizard and BZ,KL-P14,0.5,Florida,FKNMS,Key Largo,patch,15,272,544
2692,5/20/2015,Spring 2015,16,Anna and Ashtyn,KL-P14,0.5,Florida,FKNMS,Key Largo,patch,14,272,544
115,3/20/2013,Spring 2013,2,Danielle,KL-P14,0.5,Florida,FKNMS,Key Largo,patch,15,280,544
1013,2/17/2013,Winter 2013,1,Norm,Buck-P3,0.5,USVI,BIRNM,Buck Island,patch,53,285,368
1105,5/11/2013,Spring 2013,2,Dan,Buck-P3,0.5,USVI,BIRNM,Buck Island,patch,54,285,368
1216,6/23/2013,Summer 2013,3,Dale,Buck-P3,0.5,USVI,BIRNM,Buck Island,patch,48,285,368
1303,10/26/2013,Fall 2013,4,Tracy,Buck-P3,0.5,USVI,BIRNM,Buck Island,patch,50,285,368
1403,2/1/2014,Winter 2014,6,Tracy,Buck-P3,0.5,USVI,BIRNM,Buck Island,patch,50,285,368
2766,7/20/2015,Summer 2015,17,Emily and Lad,KL-P14,0.5,Florida,FKNMS,Key Largo,patch,15,296,544
2767,7/20/2015,Summer 2015,17,Miranda and Kara,KL-P14,0.5,Florida,FKNMS,Key Largo,patch,17,296,544
2796,7/23/2015,Summer 2015,17,Emily and Lad,KL-P4,0.5,Florida,FKNMS,Key Largo,patch,15,304,384
2797,7/23/2015,Summer 2015,17,Carlos and Allison Estape,KL-P4,0.5,Florida,FKNMS,Key Largo,patch,16,304,384
1011,2/17/2013,Winter 2013,1,Robert Georgepole,Buck-P3,0.5,USVI,BIRNM,Buck Island,patch,57,308,368
1106,5/11/2013,Spring 2013,2,John,Buck-P3,0.5,USVI,BIRNM,Buck Island,patch,53,308,368
1215,6/23/2013,Summer 2013,3,Tony,Buck-P3,0.5,USVI,BIRNM,Buck Island,patch,49,308,368
1304,10/26/2013,Fall 2013,4,Anka,Buck-P3,0.5,USVI,BIRNM,Buck Island,patch,56,308,368
1404,2/1/2014,Winter 2014,6,Nadija,Buck-P3,0.5,USVI,BIRNM,Buck Island,patch,54,308,368
14,1/31/2013,Winter 2013,1,Cate,BISC-P12a,0.5,Florida,BNP,Biscayne,patch,17,377,754
16,1/31/2013,Winter 2013,1,Nick Casper,BISC-P12a,0.5,Florida,BNP,Biscayne,patch,17,377,754
237,9/25/2013,Fall 2013,5,Colin,BISC-P12a,1,Florida,BNP,Biscayne,patch,15,377,754
454,3/21/2014,Spring 2014,8,Jess and Taylor,BISC-P12a,0.5,Florida,BNP,Biscayne,patch,10,377,754
455,3/21/2014,Spring 2014,8,Jess and Taylor,BISC-P12a,0.5,Florida,BNP,Biscayne,patch,10,377,754
456,3/21/2014,Spring 2014,8,Jess and Taylor,BISC-P12a,0.5,Florida,BNP,Biscayne,patch,10,377,754
2277,9/16/2014,Fall 2014,12,Carlos and Gracie,BISC-P12a,0.33,Florida,BNP,Biscayne,patch,20,377,754
2278,9/16/2014,Fall 2014,12,Carlos and Gracie,BISC-P12a,0.33,Florida,BNP,Biscayne,patch,20,377,754
2279,9/16/2014,Fall 2014,12,Carlos and Gracie,BISC-P12a,0.33,Florida,BNP,Biscayne,patch,20,377,754
2386,5/22/2014,Spring 2014,9,Ana and Kristian,BISC-P12a,0.5,Florida,BNP,Biscayne,patch,18,377,754
2473,12/19/2014,Winter 2015,13,Liz and Alyssa,BISC-P12a,0.5,Florida,BNP,Biscayne,patch,10,377,754
2474,12/19/2014,Winter 2015,13,Amy and Ashtyn,BISC-P12a,0.5,Florida,BNP,Biscayne,patch,15,377,754
2555,2/11/2015,Winter 2015,14,Liz and Anna,BISC-P12a,0.5,Florida,BNP,Biscayne,patch,15,377,754
2556,2/11/2015,Winter 2015,14,Amy and Ashtyn,BISC-P12a,0.5,Florida,BNP,Biscayne,patch,15,377,754
2578,3/16/2015,Spring 2015,15,Allison and Carlos,BISC-P12a,0.33,Florida,BNP,Biscayne,patch,19,377,754
2579,3/16/2015,Spring 2015,15,Allison and Carlos,BISC-P12a,0.33,Florida,BNP,Biscayne,patch,19,377,754
2580,3/16/2015,Spring 2015,15,Allison and Carlos,BISC-P12a,0.33,Florida,BNP,Biscayne,patch,19,377,754
2727,5/22/2015,Spring 2015,16,Anna and BZ,BISC-P12a,0.5,Florida,BNP,Biscayne,patch,17,377,754
2728,5/22/2015,Spring 2015,16,"Lad, Jack, Cindy",BISC-P12a,0.5,Florida,BNP,Biscayne,patch,16,377,754
2003,3/25/2013,Spring 2013,2,Shelby/Vanessa,BISC-P12a,0.5,Florida,BNP,Biscayne,patch,17,390,754
2004,3/25/2013,Spring 2013,2,Ryan/Christina,BISC-P12a,0.5,Florida,BNP,Biscayne,patch,17,390,754
49,2/5/2013,Winter 2013,1,Alex Kattan,KL-P11,0.5,Florida,FKNMS,Key Largo,patch,12,399,798
51,2/5/2013,Winter 2013,1,Anne Benolkin,KL-P11,0.5,Florida,FKNMS,Key Largo,patch,12,399,798
119,3/20/2013,Spring 2013,2,Roger/Patricia Grimes,KL-P11,0.5,Florida,FKNMS,Key Largo,patch,12,399,798
173,6/12/2013,Summer 2013,3,Lindsay/Catie,KL-P11,0.5,Florida,FKNMS,Key Largo,patch,10,399,798
174,6/12/2013,Summer 2013,3,Alexis/Alex,KL-P11,0.5,Florida,FKNMS,Key Largo,patch,14,399,798
205,8/5/2013,Summer 2013,4,Steve/Alex/Catie,KL-P11,0.5,Florida,FKNMS,Key Largo,patch,8,399,798
206,8/5/2013,Summer 2013,4,Steve/Alex/Catie,KL-P11,0.5,Florida,FKNMS,Key Largo,patch,14,399,798
275,10/6/2013,Fall 2013,5,Zoe and Lizard,KL-P11,0.5,Florida,FKNMS,Key Largo,patch,11,399,798
276,10/6/2013,Fall 2013,5,Zoe and Lizard,KL-P11,0.5,Florida,FKNMS,Key Largo,patch,11,399,798
362,2/10/2014,Winter 2014,7,Liz and Jess,KL-P11,0.5,Florida,FKNMS,Key Largo,patch,10,399,798
363,2/10/2014,Winter 2014,7,Adam and Taylor,KL-P11,0.5,Florida,FKNMS,Key Largo,patch,13,399,798
398,3/13/2014,Spring 2014,8,Liz and Jess,KL-P11,0.5,Florida,FKNMS,Key Largo,patch,12,399,798
399,3/13/2014,Spring 2014,8,Liz and Jess,KL-P11,0.5,Florida,FKNMS,Key Largo,patch,12,399,798
400,3/13/2014,Spring 2014,8,Liz and Jess,KL-P11,0.5,Florida,FKNMS,Key Largo,patch,12,399,798
1454,5/30/2014,Spring 2014,9,Steve and Trudy,KL-P11,1,Florida,FKNMS,Key Largo,patch,13,399,798
2228,8/13/2014,Summer 2014,10,Jes and Jessie,KL-P11,0.5,Florida,FKNMS,Key Largo,patch,15,399,798
2229,8/13/2014,Summer 2014,10,Liz and Emily,KL-P11,0.5,Florida,FKNMS,Key Largo,patch,15,399,798
2250,9/3/2014,Fall 2014,11,Lad and Ashtyn,KL-P11,0.5,Florida,FKNMS,Key Largo,patch,15,399,798
2251,9/3/2014,Fall 2014,11,Liz and Gracie,KL-P11,0.5,Florida,FKNMS,Key Largo,patch,13,399,798
2344,9/25/2014,Fall 2014,12,Carlos and Alyssa,KL-P11,0.33,Florida,FKNMS,Key Largo,patch,10,399,798
2345,9/25/2014,Fall 2014,12,Carlos and Alyssa,KL-P11,0.33,Florida,FKNMS,Key Largo,patch,10,399,798
2346,9/25/2014,Fall 2014,12,Carlos and Alyssa,KL-P11,0.33,Florida,FKNMS,Key Largo,patch,10,399,798
2412,12/9/2014,Winter 2015,13,Liz and Alyssa,KL-P11,0.5,Florida,FKNMS,Key Largo,patch,13,399,798
2413,12/9/2014,Winter 2015,13,Anna and Ashtyn,KL-P11,0.5,Florida,FKNMS,Key Largo,patch,15,399,798
2509,1/21/2015,Winter 2015,14,Liz and BZ,KL-P11,0.5,Florida,FKNMS,Key Largo,patch,12,399,798
2510,1/21/2015,Winter 2015,14,Anna and Jack,KL-P11,0.5,Florida,FKNMS,Key Largo,patch,11,399,798
2643,3/24/2015,Spring 2015,15,Jack and Carlos,KL-P11,0.33,Florida,FKNMS,Key Largo,patch,10,399,798
2644,3/24/2015,Spring 2015,15,Jack and Carlos,KL-P11,0.33,Florida,FKNMS,Key Largo,patch,10,399,798
2645,3/24/2015,Spring 2015,15,Jack and Carlos,KL-P11,0.33,Florida,FKNMS,Key Largo,patch,10,399,798
2695,5/20/2015,Spring 2015,16,Lizard and BZ,KL-P11,0.5,Florida,FKNMS,Key Largo,patch,15,399,798
2696,5/20/2015,Spring 2015,16,Anna and Ashtyn,KL-P11,0.5,Florida,FKNMS,Key Largo,patch,14,399,798
2770,7/20/2015,Summer 2015,17,Emily and Lad,KL-P11,0.5,Florida,FKNMS,Key Largo,patch,11,418,798
2771,7/20/2015,Summer 2015,17,Miranda and Kara,KL-P11,0.5,Florida,FKNMS,Key Largo,patch,11,418,798
2158,2/24/2014,Winter 2014,8,Ana/Kristian,BISC-P12a,0.5,Florida,BNP,Biscayne,patch,20,429,754
2031,5/23/2013,Spring 2013,3,Shelby/Vanessa,BISC-P12a,0.5,Florida,BNP,Biscayne,patch,19,442,754
2032,5/23/2013,Spring 2013,3,Shelby/Vanessa,BISC-P12a,0.5,Florida,BNP,Biscayne,patch,19,442,754
118,3/20/2013,Spring 2013,2,Danielle,KL-P11,0.5,Florida,FKNMS,Key Largo,patch,12,446.5,798
2836,7/30/2015,Summer 2015,17,Emily and Lad,BISC-P12a,0.5,Florida,BNP,Biscayne,patch,14,455,754
2837,7/30/2015,Summer 2015,17,Colin and Kara,BISC-P12a,0.5,Florida,BNP,Biscayne,patch,14,455,754
2778,7/21/2015,Summer 2015,17,Emily and Lad,KL-P7,0.5,Florida,FKNMS,Key Largo,patch,22,472.5,1071
2779,7/21/2015,Summer 2015,17,Ellie and Amy,KL-P7,0.5,Florida,FKNMS,Key Largo,patch,22,472.5,1071
2896,10/31/2015,Fall 2015,18,Carlos and Becca,KL-P7,0.33,Florida,FKNMS,Key Largo,patch,18,472.5,1071
2897,10/31/2015,Fall 2015,18,Carlos and Becca,KL-P7,0.33,Florida,FKNMS,Key Largo,patch,18,472.5,1071
2898,10/31/2015,Fall 2015,18,Carlos and Becca,KL-P7,0.33,Florida,FKNMS,Key Largo,patch,18,472.5,1071
2007,3/25/2013,Spring 2013,2,Shelby/Vanessa,BISC-P10a,0.5,Florida,BNP,Biscayne,patch,27,476,1632
2008,3/25/2013,Spring 2013,2,Ryan/Christina,BISC-P10a,0.5,Florida,BNP,Biscayne,patch,27,476,1632
2039,7/9/2013,Summer 2013,4,Kristian/Catie,BISC-P10a,0.5,Florida,BNP,Biscayne,patch,27,493,1632
2040,7/9/2013,Summer 2013,4,Ana/Ben,BISC-P10a,0.5,Florida,BNP,Biscayne,patch,30,493,1632
1001,2/16/2013,Winter 2013,1,Dan Scott,Buck-I3,0.5,USVI,BIRNM,Buck Island,continuous,29,500,2000
1004,2/16/2013,Winter 2013,1,Wes,Buck-I1,0.33,USVI,BIRNM,Buck Island,continuous,22.5,500,2000
1007,2/16/2013,Winter 2013,1,John Greer,Buck-I3,0.5,USVI,BIRNM,Buck Island,continuous,35,500,2000
1009,2/17/2013,Winter 2013,1,John Greer,Buck-LF5,0.5,USVI,BIRNM,Buck Island,continuous,47,500,2000
1010,2/17/2013,Winter 2013,1,Dan Scott,Buck-LF4,0.5,USVI,BIRNM,Buck Island,continuous,38,500,2000
1012,2/17/2013,Winter 2013,1,Colin,Buck-LF5,0.5,USVI,BIRNM,Buck Island,continuous,50,500,2000
1015,2/17/2013,Winter 2013,1,JB,Buck-LF4,0.5,USVI,BIRNM,Buck Island,continuous,32,500,2000
1109,5/11/2013,Spring 2013,2,Dan,Buck-I2,0.5,USVI,BIRNM,Buck Island,continuous,35,500,2000
1110,5/11/2013,Spring 2013,2,Robert,Buck-I2,0.5,USVI,BIRNM,Buck Island,continuous,32,500,2000
1111,5/12/2013,Spring 2013,2,Stopher,Buck-LF5,0.5,USVI,BIRNM,Buck Island,continuous,53,500,2000
1112,5/12/2013,Spring 2013,2,John,Buck-LF5,0.5,USVI,BIRNM,Buck Island,continuous,57,500,2000
1113,5/12/2013,Spring 2013,2,Nadija,Buck-LF4,0.5,USVI,BIRNM,Buck Island,continuous,37,500,2000
1114,5/12/2013,Spring 2013,2,Dale,Buck-LF4,0.5,USVI,BIRNM,Buck Island,continuous,32,500,2000
1115,5/12/2013,Spring 2013,2,Tracy,Buck-I1,0.5,USVI,BIRNM,Buck Island,continuous,20,500,2000
1116,5/12/2013,Spring 2013,2,Stopher,Buck-I1,0.5,USVI,BIRNM,Buck Island,continuous,37,500,2000
1205,6/22/2013,Summer 2013,3,Robert,Buck-I1,0.5,USVI,BIRNM,Buck Island,continuous,40,500,2000
1206,6/22/2013,Summer 2013,3,Anna,Buck-I1,0.5,USVI,BIRNM,Buck Island,continuous,30,500,2000
1207,6/22/2013,Summer 2013,3,Nadija,Buck-I2,0.5,USVI,BIRNM,Buck Island,continuous,33,500,2000
1208,6/22/2013,Summer 2013,3,Stopher,Buck-I2,0.5,USVI,BIRNM,Buck Island,continuous,30,500,2000
1209,6/22/2013,Summer 2013,3,Anna,Buck-LF4,0.5,USVI,BIRNM,Buck Island,continuous,34,500,2000
1210,6/22/2013,Summer 2013,3,Tracy,Buck-LF4,0.5,USVI,BIRNM,Buck Island,continuous,39,500,2000
1211,6/22/2013,Summer 2013,3,Stopher,Buck-LF5,0.5,USVI,BIRNM,Buck Island,continuous,58,500,2000
1212,6/22/2013,Summer 2013,3,John,Buck-LF5,0.5,USVI,BIRNM,Buck Island,continuous,51,500,2000
1307,10/26/2013,Fall 2013,4,Tracy,Buck-I1,0.5,USVI,BIRNM,Buck Island,continuous,37,500,2000
1308,10/26/2013,Fall 2013,4,Anka,Buck-I1,0.5,USVI,BIRNM,Buck Island,continuous,35,500,2000
1309,10/26/2013,Fall 2013,4,Colin,Buck-I2,0.5,USVI,BIRNM,Buck Island,continuous,35,500,2000
1310,10/26/2013,Fall 2013,4,Bernard,Buck-I2,0.5,USVI,BIRNM,Buck Island,continuous,22,500,2000
1311,10/26/2013,Fall 2013,4,Tracy,Buck-LF4,0.5,USVI,BIRNM,Buck Island,continuous,37,500,2000
1312,10/26/2013,Fall 2013,4,Anka,Buck-LF4,0.5,USVI,BIRNM,Buck Island,continuous,37,500,2000
1315,10/27/2013,Fall 2013,4,Stopher,Buck-LF5,0.5,USVI,BIRNM,Buck Island,continuous,65,500,2000
1316,10/27/2013,Fall 2013,4,Nadija,Buck-LF5,0.5,USVI,BIRNM,Buck Island,continuous,61,500,2000
1406,2/1/2014,Winter 2014,6,Colin,Buck-LF4,0.5,USVI,BIRNM,Buck Island,continuous,37,500,2000
1407,2/1/2014,Winter 2014,6,Nadija,Buck-LF4,0.5,USVI,BIRNM,Buck Island,continuous,37,500,2000
1408,2/1/2014,Winter 2014,6,Tracy,Buck-LF5,0.5,USVI,BIRNM,Buck Island,continuous,52,500,2000
1409,2/1/2014,Winter 2014,6,Bernard,Buck-LF5,0.5,USVI,BIRNM,Buck Island,continuous,58,500,2000
1410,2/2/2014,Winter 2014,6,Nadija,Buck-I1,0.5,USVI,BIRNM,Buck Island,continuous,24,500,2000
1411,2/2/2014,Winter 2014,6,Dale,Buck-I1,0.5,USVI,BIRNM,Buck Island,continuous,37,500,2000
1412,2/2/2014,Winter 2014,6,Nadija,Buck-I2,0.5,USVI,BIRNM,Buck Island,continuous,32,500,2000
1413,2/2/2014,Winter 2014,6,Dale,Buck-I2,0.5,USVI,BIRNM,Buck Island,continuous,35,500,2000
5124,8/31/2016,Summer 2016,20,Michelle Johnston,EFGB#4,0.25,FGBNMS,FGBNMS,East Bank,continuous,70,500,7850
5125,8/31/2016,Summer 2016,20,Steve Gitings,EFGB#4,0.25,FGBNMS,FGBNMS,East Bank,continuous,73,500,7850
5126,8/31/2016,Summer 2016,20,Stephanie Green,EFGB#4,0.25,FGBNMS,FGBNMS,East Bank,continuous,80,500,7850
5127,8/31/2016,Summer 2016,20,Kevin Buch,EFGB#4,0.25,FGBNMS,FGBNMS,East Bank,continuous,67,500,7850
5128,8/31/2016,Summer 2016,20,Michelle Johnston,EFGB#4,0.25,FGBNMS,FGBNMS,East Bank,continuous,65,500,7850
5129,8/31/2016,Summer 2016,20,Steve Gitings,EFGB#4,0.25,FGBNMS,FGBNMS,East Bank,continuous,70,500,7850
5130,8/31/2016,Summer 2016,20,Stephanie Green,EFGB#4,0.25,FGBNMS,FGBNMS,East Bank,continuous,61,500,7850
5131,8/31/2016,Summer 2016,20,Kevin Buch,EFGB#4,0.25,FGBNMS,FGBNMS,East Bank,continuous,70,500,7850
5132,8/31/2016,Summer 2016,20,Kevin Buch,EFGB#6,0.25,FGBNMS,FGBNMS,East Bank,continuous,68,500,7850
5133,8/31/2016,Summer 2016,20,Michelle Johnston,EFGB#6,0.25,FGBNMS,FGBNMS,East Bank,continuous,60,500,7850
5134,8/31/2016,Summer 2016,20,Raven Walker,EFGB#6,0.25,FGBNMS,FGBNMS,East Bank,continuous,65,500,7850
5135,8/31/2016,Summer 2016,20,Stephanie Green,EFGB#6,0.25,FGBNMS,FGBNMS,East Bank,continuous,67,500,7850
5136,8/31/2016,Summer 2016,20,Kevin Buch,EFGB#6,0.25,FGBNMS,FGBNMS,East Bank,continuous,68,500,7850
5137,8/31/2016,Summer 2016,20,Michelle Johnston,EFGB#6,0.25,FGBNMS,FGBNMS,East Bank,continuous,62,500,7850
5138,8/31/2016,Summer 2016,20,Raven Walker,EFGB#6,0.25,FGBNMS,FGBNMS,East Bank,continuous,65,500,7850
5139,8/31/2016,Summer 2016,20,Stephanie Green,EFGB#6,0.25,FGBNMS,FGBNMS,East Bank,continuous,63,500,7850
5316,6/27/2018,Summer 2018,23,Derek Hogan,EFGB#1,0.25,FGBNMS,FGBNMS,East Bank,continuous,65,500,7850
5317,6/27/2018,Summer 2018,23,Steve Gittings,EFGB#1,0.25,FGBNMS,FGBNMS,East Bank,continuous,80,500,7850
5318,6/27/2018,Summer 2018,23,Andrea Stromeyer,EFGB#1,0.25,FGBNMS,FGBNMS,East Bank,continuous,65,500,7850
5319,6/27/2018,Summer 2018,23,Bill Hall,EFGB#1,0.25,FGBNMS,FGBNMS,East Bank,continuous,80,500,7850
5320,6/27/2018,Summer 2018,23,Derek Hogan,EFGB#1,0.25,FGBNMS,FGBNMS,East Bank,continuous,65,500,7850
5321,6/27/2018,Summer 2018,23,Steve Gittings,EFGB#1,0.25,FGBNMS,FGBNMS,East Bank,continuous,70,500,7850
5322,6/27/2018,Summer 2018,23,Andrea Stromeyer,EFGB#1,0.25,FGBNMS,FGBNMS,East Bank,continuous,65,500,7850
5323,6/27/2018,Summer 2018,23,Kris Leefers,EFGB#1,0.25,FGBNMS,FGBNMS,East Bank,continuous,65,500,7850
5324,6/27/2018,Summer 2018,23,Derek Hogan,EFGB#4,0.25,FGBNMS,FGBNMS,East Bank,continuous,74,500,7850
5325,6/27/2018,Summer 2018,23,,EFGB#4,0.25,FGBNMS,FGBNMS,East Bank,continuous,69,500,7850
5326,6/27/2018,Summer 2018,23,Steve Gittings,EFGB#4,0.25,FGBNMS,FGBNMS,East Bank,continuous,68,500,7850
5327,6/27/2018,Summer 2018,23,Bill Hall,EFGB#4,0.25,FGBNMS,FGBNMS,East Bank,continuous,73,500,7850
5328,6/27/2018,Summer 2018,23,Derek Hogan,EFGB#4,0.25,FGBNMS,FGBNMS,East Bank,continuous,65,500,7850
5329,6/27/2018,Summer 2018,23,Andrea Stromeyer,EFGB#4,0.25,FGBNMS,FGBNMS,East Bank,continuous,69,500,7850
